Transaction_Number,Error_Type,Amount,Layer1_Classification,ML_Probability,Threshold_Used,Distance_From_Threshold,Reason
66617,False Positive,1.31,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
211613,False Positive,8.05,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.42 > 6
177488,False Positive,163.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.69 > 6
195821,False Positive,21.16,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.13 > 6
90925,False Positive,2667.16,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.79 > 6
90313,False Positive,4337.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.64 > 6
20774,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 7.08 > 6
142622,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.07 > 6
123591,False Positive,8.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.41 > 6
15380,False Positive,827.13,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
28552,False Positive,845.94,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
176087,False Positive,100.09,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
38457,False Positive,166.14,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.67 > 6
94589,False Positive,46.32,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.27 > 6
7029,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.15 > 6
97361,False Positive,667.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 10.56 > 6
33705,False Positive,1.49,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.41 > 6
7100,False Positive,9.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.49 > 6
63055,False Positive,12.52,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.12 > 6
88415,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.07 > 6
219620,False Positive,2.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
132286,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.97 > 6
33542,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
63747,False Positive,470.5,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
97980,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.69 > 6
79665,False Positive,227.51,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
220237,False Positive,2.23,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
263178,False Positive,5.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 11.06 > 6
72069,False Positive,1.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.18 > 6
16110,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 13.75 > 6
194432,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.24 > 6
256867,False Positive,2.55,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
116493,False Positive,0.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.34 > 6
30670,False Positive,16.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.31 > 6
110394,False Positive,9.49,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
175939,False Positive,80.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.76 > 6
152261,False Positive,15.37,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
141480,False Positive,16.91,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.46 > 6
215403,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
145398,False Positive,86.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.81 > 6
235636,False Positive,15.13,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.04 > 6
219705,False Positive,1162.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.55 > 6
191637,False Positive,2982.04,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.46 > 6
5033,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
4776,False Positive,200.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 8.16 > 6
99595,False Positive,125.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.19 > 6
97577,False Positive,1457.85,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
94598,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.28 > 6
141196,False Positive,9.21,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.01 > 6
277356,False Positive,379.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.76 > 6
77843,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.37 > 6
132075,False Positive,2981.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.69 > 6
219776,False Positive,303.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 18.44 > 6
240845,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
248217,False Positive,4.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.86 > 6
257914,False Positive,1796.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
12553,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.00 > 6
137389,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 11.65 > 6
242717,False Positive,0.16,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.18 > 6
264703,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.65 > 6
239243,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.56 > 6
2414,False Positive,8.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.95 > 6
40404,False Positive,8.36,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.34 > 6
271772,False Positive,192.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.88 > 6
228810,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.15 > 6
129747,False Positive,54.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.41 > 6
12244,False Positive,7.68,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
192586,False Positive,18.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.79 > 6
180549,False Positive,152.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.46 > 6
215597,False Positive,3.58,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.72 > 6
242461,False Positive,73.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.81 > 6
142841,False Positive,9.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.18 > 6
156870,False Positive,126.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.80 > 6
221548,False Positive,1.06,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.48 > 6
183018,False Positive,10.62,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
169439,False Positive,37.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.04 > 6
110893,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.04 > 6
22614,False Positive,144.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.30 > 6
104317,False Positive,647.73,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
12721,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 7.23 > 6
84397,False Positive,891.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.23 > 6
166664,False Positive,68.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.75 > 6
30547,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.16 > 6
220130,False Positive,330.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.79 > 6
12707,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.86 > 6
9563,False Positive,570.49,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.21 > 6
255633,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
172772,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
196095,False Positive,121.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.36 > 6
34484,False Positive,2480.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.28 > 6
220631,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
278394,False Positive,35.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.16 > 6
159141,False Positive,0.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
124693,False Positive,1100.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
275199,False Positive,1.52,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
14223,False Positive,1.37,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.56 > 6
246667,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.12 > 6
282467,False Positive,7.63,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.06 > 6
67790,False Positive,377.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.12 > 6
128072,False Positive,6.97,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
8089,False Positive,11.49,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
173369,False Positive,31.05,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
62758,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
98260,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
50909,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
242883,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.03 > 6
15195,False Positive,65.82,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
35116,False Positive,197.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
251556,False Positive,2006.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.18 > 6
13616,False Positive,17.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.64 > 6
237577,False Positive,30.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.98 > 6
228244,False Positive,35.42,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.66 > 6
227921,False Positive,10000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 11.12 > 6
170199,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
198658,False Positive,281.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.44 > 6
59984,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
45565,False Positive,53.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.70 > 6
211533,False Positive,94.56,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
80822,False Positive,2481.64,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.28 > 6
228735,False Positive,7.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.73 > 6
248756,False Positive,16.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.93 > 6
182940,False Positive,3115.67,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.55 > 6
12270,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 7.17 > 6
248947,False Positive,54.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.98 > 6
121416,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.07 > 6
169553,False Positive,2335.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.18 > 6
88137,False Positive,7.18,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.96 > 6
43145,False Positive,8.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.03 > 6
247444,False Positive,1.54,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
280185,False Positive,16.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 14.36 > 6
38155,False Positive,14.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.00 > 6
231543,False Positive,193.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.36 > 6
19674,False Positive,37.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.57 > 6
249899,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
233585,False Positive,5.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.66 > 6
111572,False Positive,3.33,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 10 >= 5
257148,False Positive,1.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.01 > 6
225081,False Positive,141.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.60 > 6
137425,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.90 > 6
245901,False Positive,0.23,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
39719,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.70 > 6
218436,False Positive,114.08,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
162441,False Positive,95.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.40 > 6
258373,False Positive,1760.64,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
219661,False Positive,1162.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.40 > 6
76868,False Positive,1567.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.04 > 6
20591,False Positive,65.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.38 > 6
267339,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.25 > 6
87418,False Positive,7.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.13 > 6
144457,False Positive,42.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 12.60 > 6
3505,False Positive,0.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.72 > 6
248341,False Positive,6.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.81 > 6
59097,False Positive,120.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.13 > 6
204671,False Positive,1674.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.44 > 6
48165,False Positive,2746.74,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.58 > 6
235003,False Positive,105.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.30 > 6
25614,False Positive,4103.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 13.69 > 6
241514,False Positive,36.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.06 > 6
115781,False Positive,172.41,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.52 > 6
86891,False Positive,1693.19,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.73 > 6
123443,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.07 > 6
277499,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.18 > 6
163219,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.00 > 6
181681,False Positive,1445.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
208408,False Positive,108.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
6411,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.37 > 6
130046,False Positive,5667.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 11.56 > 6
146487,False Positive,0.88,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
140642,False Positive,29.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.93 > 6
183083,False Positive,500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.88 > 6
49259,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 11.73 > 6
41226,False Positive,156.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.51 > 6
78642,False Positive,2.61,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.28 > 6
40694,False Positive,2843.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.36 > 6
211471,False Positive,2.67,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.11 > 6
25880,False Positive,1474.44,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
282881,False Positive,3.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.09 > 6
181965,False Positive,2029.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
186049,False Positive,6.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
207187,False Positive,1.0,FLAG,0.23913889650797443,0.2,,ML probability 0.2391 >= threshold 0.2
251643,False Positive,1105.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
118658,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.50 > 6
263367,False Positive,1.46,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
66661,False Positive,13.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.52 > 6
264816,False Positive,2331.31,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.99 > 6
79751,False Positive,19.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.58 > 6
170130,False Positive,26.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.55 > 6
171521,False Positive,1826.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
258599,False Positive,1249.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
162269,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
202958,False Positive,2485.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.33 > 6
2114,False Positive,79.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.65 > 6
279731,False Positive,259.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.81 > 6
260514,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.29 > 6
273760,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
170784,False Positive,14.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
1922,False Positive,19.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 13.20 > 6
147604,False Positive,2930.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.87 > 6
10582,False Positive,24.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 16.57 > 6
208305,False Positive,4487.49,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.97 > 6
171982,False Positive,1.18,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.63 > 6
109137,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.04 > 6
172382,False Positive,678.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
155926,False Positive,1235.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
217112,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
45489,False Positive,9.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.25 > 6
162288,False Positive,621.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.13 > 6
152186,False Positive,152.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.33 > 6
57809,False Positive,1000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.01 > 6
186691,False Positive,201.14,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 12.56 > 6
29886,False Positive,1759.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.00 > 6
271853,False Positive,1350.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.55 > 6
124824,False Positive,60.26,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.12 > 6
238958,False Positive,65.21,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.07 > 6
45636,False Positive,17.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.77 > 6
6607,False Positive,102.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V19: 6.07 > 6
275983,False Positive,10.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.01 > 6
283238,False Positive,0.85,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
194127,False Positive,2460.8,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
70022,False Positive,1600.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.86 > 6
51454,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.02 > 6
68908,False Positive,339.61,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.38 > 6
282114,False Positive,500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 13.93 > 6
222362,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.97 > 6
149446,False Positive,136.12,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
75690,False Positive,1963.16,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.32 > 6
218841,False Positive,179.63,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
29808,False Positive,3055.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.00 > 6
40936,False Positive,512.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
120075,False Positive,38.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
84442,False Positive,147.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.86 > 6
12878,False Positive,1555.23,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
31807,False Positive,58.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 12.78 > 6
268364,False Positive,563.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.22 > 6
57596,False Positive,6.05,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.80 > 6
153398,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V12: 7.25 > 6
5296,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.20 > 6
178894,False Positive,6.02,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.88 > 6
40745,False Positive,359.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 9.76 > 6
259103,False Positive,355.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
189072,False Positive,350.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.67 > 6
201723,False Positive,51.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.09 > 6
79522,False Positive,1127.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
248987,False Positive,100.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.62 > 6
246697,False Positive,8.54,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
81981,False Positive,59.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V26: 6.20 > 6
97465,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.09 > 6
203017,False Positive,236.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.15 > 6
41570,False Positive,98.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.18 > 6
1805,False Positive,16.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
267042,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.89 > 6
50057,False Positive,178.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.63 > 6
82350,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.05 > 6
189993,False Positive,1895.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.22 > 6
233500,False Positive,3.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
206289,False Positive,144.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.92 > 6
164815,False Positive,6.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.44 > 6
212886,False Positive,377.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
7389,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
195950,False Positive,18.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.66 > 6
219798,False Positive,4.02,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
262616,False Positive,7.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
16411,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.27 > 6
239202,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
172531,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.09 > 6
94696,False Positive,2.58,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.28 > 6
38935,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.71 > 6
82855,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 14.47 > 6
14115,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.43 > 6
137961,False Positive,2.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.23 > 6
71599,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
107253,False Positive,1.58,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.37 > 6
88534,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.15 > 6
